연,월,일,시,분,지역,송출내용,target
2022,10,31,18,15,서대문구,"[서대문구청] 이태원 사고 희생자 가족분들께 깊은 애도와 위로를 전하며, 국가애도기간(~11.5.)내에 각종 행사와 축제를 자제하여 주시기 바랍니다.",기타
2022,11,1,10,7,강서구,"[강서구청] 이태원사고 관련 강서구는 국가애도기간(10.31.~11.5.) 중 축제성 행사를 취소, 연기하고 강서구청 본관 앞 합동분양소 운영합니다(08~22시)",기타
2022,11,1,10,55,강서구,"[강서구청]이태원사고 관련 강서구는 국가 애도기간(10.31.~11.5.) 중 축제성 행사를 취소, 연기하고 강서구청 본관 앞 합동분향소 운영합니다(08~22시)",기타
2022,11,2,17,14,양천구,"[양천구청] 이태원사고 부상자는 22.11.8(화)까지 피해신고 바랍니다. (www.yangcheon.go.kr, 안전재난과 2620-4380)",기타
2022,11,4,11,12,동대문구,[동대문구청] 금일 10:32경 동대문구 청량리동 293번지 음식점 화재 발생. 인근 주민은 안전사고 발생에 유의바라며 현재 교통통제 중이니 우회바랍니다.,기타
2022,11,5,15,4,광진구,[광진구청]11월 7일부터 2차접종 이상 완료한 18세 이상 코로나19 동절기 추가접종 실시/사전예약 ncvr.kdca.go.kr/☎ 보건소콜센터 450-7090,전염병
2022,11,5,15,37,은평구,[은평구청] 은평구 북한산 족두리봉(불광동 산42-1부근) 화재발생. 근처에 계신 등산객들은 대피하시고 화재 지역으로 접근하지 마시기 바랍니다.,기타
2022,11,6,22,31,영등포구,[영등포구청] 오늘 20시 53분경 영등포역에서 발생한 열차 탈선 사고는 복구완료되었사오니 철도이용객 분들은 참고하시기 바랍니다.,교통
2022,11,7,9,13,구로구,[구로구청] 영등포역 무궁화호 탈선으로 인한 열차 지연으로 지하철 1호선 각 역마다 인파가 몰리고 있어 매우 혼잡하오니 다른 대중교통을 이용 바랍니다.,교통
2022,11,7,9,56,영등포구,[영등포구청]전일 영등포역 무궁화호 탈선으로 인한 영등포역 무정차 열차운행 및 지하철1호선은 지연 운영되고 있어 혼잡 하오니 다른 교통수단 이용 등 참고 바랍니다,교통
2022,11,7,17,36,구로구,"[구로구청]11월 6일 영등포역 열차 탈선사고 여파로 1호선 구로역, 신도림역 등 퇴근길 혼잡이 예상되오니, 다른 대중교통을 이용하여 안전에 유의하시기 바랍니다.",교통
2022,11,12,14,55,광진구,[광진구청] 11월 7일부터 2차접종 이상 완료한 18세 이상 코로나19 동절기 추가접종 실시/사전예약ncvr.kdca.go.kr/☏ 보건소콜센터 450-7090,전염병
2022,11,12,22,37,금천구,[금천구청] 금일 집중호우로 인한 피해예방을 위하여 배수시설 점검 및 침수취약지역 주민들의 각별한 유의 바랍니다.,호우
2022,11,12,23,19,영등포구,[영등포구청] 금일 호우와 낙엽으로 인한 빗물받이 막힘 등 배수불량으로 도로 노면수가 유입되고 있으니 침수 및 안전에 유의하여 주시기 바랍니다.,호우
2022,11,12,23,47,용산구,[용산구청] 호우와 낙엽으로 인한 배수불량 등 도로 노면수가 유입될 우려가 있으니 침수피해 및 안전에 유의하여 주시기 바랍니다.,호우
2022,11,17,18,16,강서구,[강서구청]인천수도권매립지 부취제 유출로 인해 강서구에 악취 발생. 수도권매립지공사에 따르면 현재 방재 작업 완료하였으니 참고하시기 바랍니다.,기타
2022,11,17,19,1,은평구,"[은평구청]금일 16시경 인천수도권매립지 부취제 유출로 은평구 일부 지역 악취 발생. 수도권매립지공사에 따르면 현재 방재 작업 완료하였으니, 참고하시기 바랍니다.",기타
2022,11,17,19,3,영등포구,[영등포구청] 신림선 보라매공원역 상선 안내레일 이격(궤도 이상)으로 긴급 복구작업으로 신림선 전구간 운행중지 중입니다. 다른 대중교통 등을 이용해주시기 바랍니다,교통
2022,11,19,15,0,광진구,[광진구청]백신 2차접종 이상 완료한 18세 이상 코로나19 동절기 추가접종(2가백신)실시/ 접종예약 ncvr.kdca.go.kr /☎보건소콜센터 450-7090,전염병
2022,11,24,17,30,종로구,[종로구청] 금일 11.24. 광화문광장 카타르 월드컵 거리응원으로 인해 교통혼잡이 예상되오니 교통정보 확인 및 우회 바랍니다.,교통
2022,11,24,17,38,구로구,[구로구청]금일 22:00 월드컵 경기 시 다중이용시설 등 많은 인원이 밀집되는 장소 및 광화문 길거리 응원 등 안전사고예방을 위해 각별히 주의해주시기 바랍니다.,기타
2022,11,24,17,58,금천구,[금천구청]금일 22:00 월드컵경기 시 다중이용시설 등 많은 인원이 밀집되는 장소 및 광화문 길거리 응원 등 안전사고 예방을 위해 각별히 주의해주시기 바랍니다.,기타
2022,11,24,18,55,용산구,[용산구청] 금일 22:00 월드컵 거리응원 시 많은 인파가 밀집되는 장소 방문을 자제해주시고 안전 사고 예방에 각별히 주의해주시기 바랍니다.,기타
2022,11,24,20,13,마포구,[마포구청] 금일 22:00 월드컵 거리응원 시 많은 인파가 밀집되는 장소 방문을 자제해 주시고 안전 사고 예방에 각별히 주의해 주시기 바랍니다.,기타
2022,11,24,20,26,은평구,"[은평구청] 금일 22:00 월드컵 거리 응원 시 많은 인파가 밀집되는 장소 방문을 자제해 주시고, 안전사고 예방을 위해 각별히 주의해 주시기 바랍니다.",기타
2022,11,24,21,15,중구,"[중구청] 월드컵 거리응원전으로 광화문광장 일대 인파 밀집 및 교통혼잡 등이 예상되오니, 이 지역을 우회하여 주시고 안전에 유의하시기 바랍니다.",교통
2022,11,25,11,20,종로구,[종로구청] 코로나 재유행 대비 안전하고 효과적인 2가 백신 18세이상 동절기접종 적극 참여 바랍니다. (접종간격: 마지막 접종일 기준 3개월 후),전염병
2022,11,26,15,2,광진구,[광진구청]백신 2차접종 이상 완료한 18세 이상 코로나19 동절기 추가접종(2가백신)실시/ 접종예약 ncvr.kdca.go.kr /☎보건소콜센터 450-7090,전염병
2022,11,28,10,34,금천구,[금천구청] 오늘 10:02경 가산동 한국건설생활환경시험연구원 2층 실험실 화재 발생. 이 지역을 우회하여 주시고 인근 주민은 안전사고 발생에 유의 바랍니다.,기타
2022,11,28,11,51,금천구,"[금천구청] 오늘 10:02경 가산동 459-28번지 한국건설생활환경시험연구원 화재 발생으로 인근 도로 통제하오니, 인근지역 운행 차량은 우회하여주시기 바랍니다.",교통
2022,11,28,17,30,종로구,[종로구청] 금일 11.28. 광화문광장 카타르 월드컵 거리응원 및 호우 예상으로 인해 교통혼잡이 예상되오니 교통정보 확인 및 안전에 주의하시기 바랍니다.,교통
2022,11,28,17,47,금천구,"[금천구청] 금일 야간부터 내일 새벽시간대  많은 강우가 예상되오니, 시민분들께서 배수불량으로 인한 피해가 없도록 각별히 주의해주시기 바랍니다.",호우
2022,11,28,18,43,용산구,[용산구청] 금일(28일) 밤 사이 강우가 예상되오니 저지대 등 취약지역에 거주하는 구민분들께서는 주변 배수로를 점검하는 등 안전에 유의하시기 바랍니다.,호우
2022,11,28,20,47,성동구,[성동구청] 현재 행당.응봉동 일대 정전 발생. 소방서와 한전이 긴급복구 중으로 최대한 신속히 복구하겠습니다. 불편을 드려 송구합니다.,기타
2022,11,28,21,26,성동구,[성동구청] 오후 8시경 발생한 행당.응봉동 일대 정전은 한전 작업 완료로 모두 복구되었음을 알려드립니다. 불편을 드려 송구합니다.,기타
2022,11,29,17,11,광진구,"[광진구청] 오늘 18시 이후 광진구 내에 한파경보 발효예정, 한랭질환예방을 위해야외활동을 자제하고 수도관보온조치, 온열기화재예방 등 안전에 주의하시기바랍니다.",한파
2022,11,29,17,14,구로구,"[구로구청] 금일 18:00 한파경보 발효. 체감온도가 영하로 떨어지오니 가급적 외출을 자제하시고 수도관 동파방지, 화재예방 등 시설관리에 유의해주시기 바랍니다.",한파
2022,11,29,17,30,용산구,"[용산구청] 오늘 18시 한파경보 발효. 노약자 보온 유지, 동상, 낙상 방지를 위해 야외활동 자제, 수도관 등 보온조치, 온열기 화재방지 등 주의 바랍니다.",한파
2022,11,29,17,43,영등포구,"[영등포구청]오늘 저녁 6시부터 체감기온이 영하로 떨어질 예정입니다. 동파, 노약자 외출자제, 도로결빙으로 낙상주의 바라며 내주변 어려운 이웃에 대한 관심바랍니다",한파
2022,11,29,17,56,강남구,"[강남구청]내일 아침 최저기온 영하 7도, 체감온도 영하 13도까지 떨어질 것으로 예상되오니, 야외활동을 자제하시고 수도계량기 보온 등 예방조치 하시기 바랍니다.",한파
2022,11,29,17,57,중구,"[중구청] 11월 29일 18:00 서울전역 한파경보 발령, 야외활동을 자제하여 주시기 바라며, 수도계량기는 헌옷 등으로 감싸서 동파를 방지해주시기 바랍니다.",한파
2022,11,29,18,0,성동구,"[성동구청] 금일 18시 성동구 전역 한파경보 발효. 노약자 체온 유지 및 야외활동 자제, 수도관 보온조치, 도로 결빙 등 안전에 유의하시기 바랍니다.",한파
2022,11,29,18,31,양천구,"[양천구청] 오늘 18시 한파 경보 발효, 노약자 체온 유지 및 야외활동 자제, 수도관 보온조치, 도로 결빙, 화재 등 안전에 유의하시기 바랍니다.",한파
2022,11,30,7,22,은평구,"[은평구청] 오늘 체감온도가 영하 15도로 등굣길과 출근길, 외출시에 목도리, 모자, 장갑  착용 등 보온에 유의하시고 가급적 야외활동을 자제하여 주시기 바랍니다",한파
2022,11,30,13,15,종로구,[종로구청] 코로나 재유행 대비 안전하고 효과적인 2가 백신 18세이상 동절기접종 적극 참여 바랍니다. (접종간격: 마지막 접종일 기준 3개월 후),전염병
2022,11,30,18,57,구로구,"[구로구청] 금일 지하철 파업으로 인한 열차 지연으로 구로, 신도림역 등 인파가 몰리고 있어 매우 혼잡하오니 교통정보 확인 및 안전에 주의해주시기 바랍니다.",교통
2022,12,2,19,20,강서구,[강서구청] 내일(12. 3.) 오전 5시부터 1cm 이상의 눈 예보가 있으니 기온 저하 시 도로결빙으로 인한 미끄럼 사고에 유의하여 주시기 바랍니다.,대설
2022,12,2,20,57,금천구,"[금천구청] 12.3.(토) 아침부터 강설이 예정되어 있으므로, 가급적 대중교통을 이용하여 주시기 바랍니다.",대설
2022,12,3,15,0,광진구,[광진구청]18세 이상 동절기 코로나19백신 추가접종/마지막 접종일 기준 3개월 이후 접종가능/사전예약없이 의료기관 접종 가능(백신보유확인필요)/☎450-7090,전염병
2022,12,5,10,11,노원구,"[노원구청] 청원초 인근 열수송관 누수 긴급보수. 상계대림, 임광, 한신1,2차, 보람, 신동아, 주공 7,9,10,12,13,14단지 급탕 및 난방 일시 중단",기타
2022,12,5,20,1,노원구,[노원구청] 19:55경 상계동 청원초교 인근 열수송관 누수 임시복구 및 통수 완료. 추후 도로 포장 등 정상 복구시까지 불편이 예상되니 양해 바랍니다.,기타
2022,12,7,10,10,종로구,[종로구청] 코로나 재유행 대비 안전하고 효과적인 2가 백신 18세이상 동절기접종 적극 참여 바랍니다. (접종간격: 마지막 접종일 기준 3개월 후),전염병
2022,12,12,8,4,영등포구,[영등포구청]오늘 서울시 영등포구 도림로 436-1(문래동3가)인근 화재로 인한 교통혼잡이 예상되오니 인근 주민들께서는 참고바랍니다.,기타
2022,12,13,14,1,광진구,"[광진구청] 오늘 21시 이후 광진구 전역 한파주의보 발효예정 한랭질환예방을 위해 야외활동 자제, 수도관 보온, 온열기 화재 예방 등 안전에 주의하시기 바랍니다.",한파
2022,12,13,14,50,금천구,"[금천구청] 금일 1~4cm의 강설이 예상되니, 가급적 대중교통을 이용해 주시고 운전 시 감속 운행 및 미끄럼 사고에 주의 바랍니다.",대설
2022,12,13,15,57,용산구,"[용산구청] 금일 한파주의보 발령 및 눈 예보가 있으니 주민들께서는 야외활동 자제, 대중교통 이용, 수도 동파대비, 온열기 화재예방 등 안전에 유의 바랍니다.",한파
2022,12,13,17,3,영등포구,"[영등포구청]오늘 밤 9시부터 한파특보가 발효되었으니, 야외활동 자제, 도로결빙에 따른 낙상주의, 대중교통이용, 수도동파 및 화재 예방 등 안전에 유의 바랍니다.",한파
2022,12,13,17,29,동작구,"[동작구청] 현재 강설로 도로결빙 우려 및 금일 21시 한파주의보 발효 예정으로 보온유지, 야외활동자제, 화재안전, 수도동파예방 등 안전에 유의 바랍니다.",대설
2022,12,13,17,41,구로구,"[구로구청] 금일 한파특보 발효 및 계속적인 눈 예보가 있으니 야외활동을 자제해주시고, 수도동파 및 화재예방 등 안전사고 대비에 만전을 기해주시기 바랍니다.",한파
2022,12,13,17,57,관악구,"[관악구청] 금일 강설 및 한파주의보 발효로 인한 도로결빙, 낙상이 예상되오니 야외활동 자제, 대중교통 이용바라며, 수도동파 및 온열기 화재예방 등 유의바랍니다.",한파
2022,12,13,17,59,강남구,"[강남구청] 오늘 21시 강남구 전역 한파주의보 발효 예정, 도로결빙에 따른 미끄럼 사고 주의, 수도 동파 방지, 온열기 화재예방 등 안전에 유의하시기 바랍니다.",한파
2022,12,13,18,30,종로구,"[종로구청] 금일 21시 한파주의보 발효, 14일 최저기온 -10도(체감온도-14도), 화재안전, 수도동파예방, 보온유지 및 건강관리에 유의하시기 바랍니다.",한파
2022,12,13,18,51,양천구,"[양천구청] 금일 강설 및 한파주의보 발효로 인한 도로결빙, 낙상이 예상되오니 야외활동 자제, 대중교통 이용바라며, 수도동파 및 온열기 화재예방 등 유의바랍니다.",한파
2022,12,13,19,10,강서구,[강서구청] 금일 내린 눈과 기온 강하로 도로 결빙이 우려되오니 출근 시 대중교통을 이용하여 주시고 운전 시 감속 운행 및 미끄럼 사고에 주의하시기 바랍니다.,대설
2022,12,13,20,24,강동구,"[강동구청]금일 한파주의보가 발효(21시) 예정입니다. 도로 결빙에 따른 미끄럼 사고주의와 수도 동파 방지, 온열기 화재예방 등 안전에 유의하시기 바랍니다.",한파
2022,12,14,6,1,강동구,"[강동구청]눈이 내려 도로가 얼어 미끄러운 곳이 있겠습니다. 교통정체가 예상되오니 대중교통을 이용해주시고, 보행시 낙상사고에 주의하시기 바랍니다.",대설
2022,12,14,7,37,은평구,"[은평구청] 아침 체감온도가 영하 10도로 야외활동을 자제하시고, 외출시 방한용품 착용, 난방기기 사용 증가에 따른 화재안전사고에 각별히 유의하시기 바랍니다.",한파
2022,12,14,10,0,종로구,[종로구청] 코로나 재유행 대비 안전하고 효과적인 2가 백신 18세이상 동절기접종 적극 참여 바랍니다. (접종간격: 마지막 접종일 기준 3개월 후),전염병
2022,12,14,19,3,서초구,"[서초구청] 12월15일 서울전역 대설예비특보 발령 3~8cm 눈예보로 출퇴근길 교통혼잡 예상되니, 가급적 대중교통을 이용하고 안전사고에 유의해 주시기 바랍니다.",대설
2022,12,15,6,52,양천구,"[양천구청]12월15일 서울전역 대설 예비특보 발령3~8cm 눈예보로 출퇴근길 교통혼잡이 예상되오니, 가급적 대중교통을 이용하고 안전사고에 유의해 주시기 바랍니다",대설
2022,12,15,7,0,서초구,"[서초구청] 12월15일 서울전역 대설예비특보 발령 3~8cm 눈예보로 출퇴근길 교통혼잡 예상되니, 가급적 대중교통을 이용하고 안전사고에 유의해 주시기 바랍니다.",대설
2022,12,15,7,42,강남구,"[강남구청] 오늘(15일,목) 서울 전역에 많은눈이 내릴것으로 예상됩니다. 출근시 대중교통을 이용해주시고, 운전시 감속운전 및 미끄럼사고에 주의하시기 바랍니다.",대설
2022,12,15,7,58,은평구,[은평구청]오늘 최대 8㎝ 눈 예보로 교통혼잡이 예상되니 차량이용을 자제하고 가급적 대중교통을 이용하시기 바라며 미끄러짐 등 안전사고 예방에 유의하시기 바랍니다.,대설
2022,12,15,8,13,동작구,[동작구청]오늘 서울전역에 3~8㎝에 많은 눈이 내릴것으로 전망됩니다. 출퇴근시  대중교통을 이용하시기 바라며 안전사고에 유의하시기 바랍니다.,대설
2022,12,15,8,34,영등포구,"[영등포구청]오늘(15일,목) 서울 전역에 많은 눈이 내릴것으로 예상됩니다. 내 집앞·점포앞 눈치우기, 대중교통 이용하기, 미끄럼 사고방지 등 안전에 유의바랍니다",대설
2022,12,15,9,0,금천구,"[금천구청] 오늘 3~8cm 눈 예보가 있으므로, 가급적 대중교통을 이용해 주시기 바라며, 보행자는 보행 시 낙상사고에 주의하여 주시기 바랍니다.",대설
2022,12,15,9,16,관악구,"[관악구청] 금일 대설주의보 발효 및 한파로 인한 도로결빙이 예상되오니, 내집 앞 눈쓸기, 대중교통 이용바라며 낙상사고, 온열기 화재 등 안전사고에 유의바랍니다.",대설
2022,12,15,9,17,강북구,"[강북구청]오늘(15일,목) 서울 전역에 많은 눈이 예보되어 있습니다. 내 집앞, 점포앞 눈치우기, 대중교통 이용하기, 미끄럼 사고방지 등 안전에 유의바랍니다.",대설
2022,12,15,9,28,종로구,"[종로구청] 오늘(15일,목) 서울 전역에 많은 눈이 내릴것으로 예상됩니다. 내 집·점포앞 눈치우기, 대중교통 이용하기, 미끄럼 사고방지 등 안전에 유의바랍니다.",대설
2022,12,15,10,28,동작구,"[동작구청] 금일(15일,목) 대설주의보 발효로 인한 폭설이 예상되오니, 내집앞·점포앞 눈치우기, 대중교통 이용하기, 미끄럼 사고방지 등 안전에 유의 바랍니다.",대설
2022,12,15,10,52,노원구,"[노원구청] 오늘(15일, 목) 12시부터 노원구에 시간당 1cm 강설 예보가 있으니 내집 내점포앞 눈치우기, 대중교통 이용 등 안전사고에 유의하시기 바랍니다.",대설
2022,12,15,11,6,광진구,[광진구청] 12.15.(목) 09:00 : 서울(전지역) 대설주의보 발효. 대중교통을 이용하시고 눈길 안전에 주의하시기 바랍니다.,대설
2022,12,15,11,17,도봉구,"[도봉구청]오늘 도봉구 전 지역에 많은 눈이 예보되어 있습니다. 내집·내점포 앞 눈치우기, 대중교통 이용하기, 미끄럼 사고방지 등 안전사고에 유의하시기 바랍니다.",대설
2022,12,15,12,32,강남구,[강남구청] 오늘 정오경 부터 강남구 전지역에 많은 눈이 예보되어 있습니다. 내집/내점포 앞 눈치우기 및 미끄럼 사고방지 등 안전사고에 유의하시기 바랍니다.,대설
2022,12,15,13,2,용산구,"[용산구청] 오늘 대설주의보 발효로 많은 눈이 예상되오니 외출시 빙판길 낙상주의 및 감속운전, 수도관 동파 방지, 온열기 화재 예방 등 안전사고에 유의 바랍니다.",대설
2022,12,15,13,33,구로구,"[구로구청] 현재 구로구 전 지역에 많은 눈이 내리고 있으니, 대중교통을 이용해주시고 보행 및 운전 시 미끄럼 사고에 유의해주시기 바랍니다.",대설
2022,12,15,14,21,영등포구,"[영등포구청] 현재 대설주의보가 발효되었으며 영등포구 전지역에 눈이 내리고 있습니다. 내 집앞/점포 앞 눈치우기, 미끄럼 사고방지 등 안전에 유의하시기 바랍니다.",대설
2022,12,15,14,24,동작구,"[동작구청] 금일(15일,목) 대설주의보 발효로 인한 도로결빙이 예상되오니, 내집·점포앞 눈치우기, 대중교통 이용하기, 미끄럼 사고방지 등 안전에 유의 바랍니다.",대설
2022,12,15,15,4,관악구,"[관악구청] 금일(15일,목) 대설주의보 발효로 인한 도로결빙이 예상되오니 내 집/내 점포 앞 눈치우기, 미끄럼 사고방지 등 안전에 유의하시기 바랍니다.",대설
2022,12,15,16,29,강서구,"[강서구청] 내일 새벽까지 기온이 영하권으로 떨어질 예정으로 빙판길에 유의하여 주시고, 내 집, 내 점포 앞 눈치우기를 생활하하여 주시기 바랍니다.",한파
2022,12,15,17,14,금천구,"[금천구청] 오늘 강설 및 기온 하강에 따라 도로결빙이 우려되므로 가급적 대중교통을 이용해 주시기 바라며, 보행자는 보행 시 낙상사고에 주의하여 주시기 바랍니다.",한파
2022,12,15,18,19,강동구,[강동구청]현재 이면도로 등 3cm 정도 내린 눈이 얼어 통행불편(미끄럼 사고 등) 발생. 대중교통 이용 및 내집·내점포 앞 눈치우기에 적극 동참 바랍니다.,한파
2022,12,17,10,29,광진구,"[광진구청] 오늘 21시 이후 광진구 전역 한파특보 발효예정, 한랭질환 예방을 위해 야외활동 자제,수도관 보온조치,온열기 화재예방 등 안전에 주의하시기바랍니다.",한파
2022,12,17,14,59,광진구,[광진구청]18세 이상 동절기 코로나19백신 추가접종/마지막 접종일 기준 3개월 이후 접종가능/사전예약없이 의료기관 접종 가능(백신보유확인필요)/☎450-7090,전염병
2022,12,17,17,0,강남구,"[강남구청] 금일 21시 한파주의보 발효, 한랭질한 예방을 위해 노약자 등 야외활동 자제해주시고 수도 동파 방지, 온열기 화재예방 등 안전에 유의하시기 바랍니다.",한파
2022,12,17,17,54,동작구,"[동작구청]오늘(17일) 21시부로 한파주의보 발효, 외출 시 방한용품 착용(가급적 외출 자제), 계량기 동파ㆍ난방사고ㆍ빙판길 미끄럼 사고에 유의바랍니다.",한파
2022,12,17,18,27,관악구,"[관악구청]오늘밤 9시부터 한파주의보 발효, 가급적 외출 자제, 외출 시 방한용품 착용, 계량기 동파, 난방사고, 빙판길 미끄럼 사고에 유의바랍니다.",한파
2022,12,17,20,21,은평구,"[은평구청] 금일 밤부터 강추위가 예상되며, 외출 자제, 방한용품 착용, 수도계량기 동파, 난방으로 인한 화재, 빙판길 미끄럼 등 안전사고에 유의하시기 바랍니다.",한파
2022,12,17,22,45,강남구,"[강남구청] 금일 밤부터 -15도 강추위가 예상되고 있습니다. 수도관 동파, 온열기 화재, 빙판길 미끄럼 등 안전사고에 유의하시기 바랍니다.",한파
2022,12,18,17,9,영등포구,"[영등포구청]매서운 한파가 지속되고 있습니다. 노약자분들은 외출을 자제해주시고, 헌옷 등을 활용한 수도계랑기 동파예방 및 난방용품에 의한 화재예방에 유의바랍니다.",한파
2022,12,18,17,37,관악구,"[관악구청] 강추위가 계속되고 있습니다. 가급적 외출을 자제하시고 독거어르신 안부확인, 헌옷을 활용한 계량기 동파방지, 난방용품 화재예방에 주의바랍니다.",한파
2022,12,20,10,16,종로구,[종로구청] 코로나 재유행 대비 안전하고 효과적인 2가백신 18세이상 동절기접종 적극 참여 바랍니다. (접종간격: 마지막 접종일 기준 3개월 후),전염병
2022,12,20,15,53,은평구,"[은평구청] 내일 새벽부터 오전 사이에 많은 눈이 내릴 것으로 예상되오니 출퇴근길 대중교통을 이용하시기 바라며, 보행시 낙상사고 등 안전에 주의하시기 바랍니다.",대설
2022,12,20,17,5,영등포구,"[영등포구청] 내일(21일, 수) 새벽부터 최대 8cm 눈 예보가 있습니다. 출근길 대중교통을 이용하여 주시고 보행시 미끄럼 사고에 유의하시기 바랍니다.",대설
2022,12,20,17,40,서초구,[서초구청]내일(21일)새벽~오전사이 서울지역대설예비특보3~8cm눈예보로 출퇴근 교통혼잡등 보행및운전시 안전사고 유의하시고 가급적 대중교통을 이용해주시기바랍니다.,대설
2022,12,20,17,40,동작구,"[동작구청] 내일(21일,수) 새벽부터 최대 8CM 눈 예보가 있습니다. 내집·내점포 앞 눈치우기, 대중교통 이용하기, 미끄럼 사고방지 등 안전에 유의 바랍니다.",대설
2022,12,20,18,5,양천구,"[양천구청] 12월21일 서울전역 대설예비특보발령 3~8cm 눈예보로 출퇴근길 교통혼잡이 예상되오니, 가급적 대중교통을 이용하고 안전사고에 유의해주시기 바랍니다.",대설
2022,12,20,18,9,금천구,"[금천구청] 내일 새벽부터 3~8cm의 눈 예보가 있으므로, 가급적 대중교통을 이용해 주시기 바라며, 보행 시 낙상사고에 주의하여 주시기 바랍니다.",대설
2022,12,20,18,17,강북구,"[강북구청]내일(21일, 수) 새벽부터 최대 8cm 눈 예보로 출근길 대중교통 이용바라며, 내 집 앞 눈치우기에 적극 동참하여 안전사고 예방에 도움 부탁드립니다.",대설
2022,12,20,18,21,강서구,"[강서구청]내일(21일) 새벽부터 최대 8cm 눈 예보가 있으니 출근길에 대중교통을 이용하여주시고 '내 집,내 점포앞 눈치우기'에 적극 동참하여 주시기 바랍니다.",대설
2022,12,20,18,24,구로구,[구로구청]내일 새벽부터 최대 8cm 눈 예보가 있습니다. 도로결빙 및 교통혼잡이 우려되므로 출근길 대중교통 이용 및 운전 시 감속운행 등 안전에 유의 바랍니다.,대설
2022,12,20,18,31,노원구,"[노원구청] 관내 익일(21)일 새벽부터 최대 8cm 눈 예보가 있으니 내집 내점포앞 스스로 눈치우기, 대중교통 이용 등 결빙 안전사고에 유의하시기 바랍니다.",대설
2022,12,20,20,21,도봉구,"[도봉구청] 내일(21일, 수) 새벽부터 최대 8cm 눈 예보가 있으니, 출근길 대중교통 이용을 부탁드리며, 낙상 등 안전사고에 주의바랍니다.",대설
2022,12,20,21,0,용산구,"[용산구청] 내일(21일, 수) 새벽부터 3~8cm 눈 예보가 있어 교통혼잡이 우려되므로, 출근길 대중교통 이용 및 미끄럼 사고 등 안전에 유의하시기 바랍니다.",대설
2022,12,20,21,54,강남구,[강남구청] 내일 새벽 최대 8cm 많은 눈 예보가 있어 도로결빙 및 교통혼잡이 우려되므로 출근길 대중교통 이용 및 미끄럼 사고 등 안전에 유의하시기 바랍니다.,대설
2022,12,21,6,11,노원구,[노원구청] 서울전역 대설주의보가 발령되어 많은 눈이 내리고 있습니다. 내집 내점포앞 눈치우기에 적극 동참해주시고 가급적 대중교통을 이용해 주시기 바랍니다.,대설
2022,12,21,6,18,서초구,"[서초구청]서울전역 대설주의보로 출근길 교통혼잡및안전사고가 우려되오니 가급적 대중교통을 이용해주시고, 아울러 내집, 내점포 앞 눈치우기에 적극 참여 부탁드립니다.",대설
2022,12,21,6,50,성북구,"[성북구청] 서울전역 대설주의보가 발령되어 많은 눈이 내리고 있으니, 내 집 내 점포 앞 눈 치우기에 적극 동참해주시고 가급적 대중교통을 이용해 주시기 바랍니다.",대설
2022,12,21,7,6,강남구,"[강남구청] 서울전역06:00부 대설주의보 발령에따라 출근길 교통혼잡이 예상되오니 가급적 대중교통을 이용해주시고, 눈으로 인한 미끄럼사고에 유의하시기 바랍니다.",대설
2022,12,21,7,18,강북구,"[강북구청] 서울전역 대설주의보가 발효되어 많은 눈이 내리고 있습니다. 내집, 내 점포앞 눈치우기에 적극 동참해주시고, 가급적 대중교통을 이용해 주시기 바랍니다.",대설
2022,12,21,7,47,은평구,"[은평구청] 오늘 오후까지 많은 눈이 내릴 것으로 예상되고 쌓인 눈이 얼어 응달진 이면도로, 보도 등 빙판길 보행 및 교통안전에 주의하시기 바랍니다.",대설
2022,12,21,7,47,영등포구,"[영등포구청]오늘 새벽 내린 눈으로 도로가 매우 미끄럽습니다. 낙상사고에 각별한 주의와 가급적 대중교통을 이용바라며, 내집·내점포 앞 눈치우기에 적극 동참바랍니다",대설
2022,12,21,7,55,중랑구,"[중랑구청] 많은 눈이 계속 내리고 있습니다. 출근 시간대 교통혼잡이 예상되니 대중교통을 이용하여 주시기 바라며, 내집앞 눈치우기에 적극 참여 바랍니다.",대설
2022,12,21,7,58,도봉구,[도봉구청] 도봉구 전역 대설주의보가 발령되어 많은 눈이 내리고 있습니다. ▲내집 내점포앞 눈치우기 적극 동참▲대중교통이용▲안전사고에 유의해주시기 바랍니다.,대설
2022,12,21,7,59,구로구,"[구로구청] 서울 전역 대설주의보 발효로 출근길 교통혼잡이 예상되오니 가급적 대중교통을 이용해주시고, 보행·운전 시 미끄럼 및 낙상사고에 유의해주시기 바랍니다.",대설
2022,12,21,8,17,강동구,"[강동구청] 서울전역 강설에 따른 출근길 교통혼잡이 예상되오니 대중교통 이용 및 미끄럼 사고 유의. 내집, 내점포 앞 눈치우기에 적극 동참 바랍니다.",대설
2022,12,21,10,26,은평구,"[은평구청] 주민안전을 위해 내집, 내점포 앞 눈치우기에 적극 동참해주시고 주택과 골목길 등 결빙으로 보행 불편 시 해당 동 주민센터로 문의하여 주시기 바랍니다.",대설
2022,12,21,12,38,광진구,"[광진구청]오늘 21시 이후 서울 전역 한파특보 발효예정, 야외활동 자제, 빙판길사고 유의, 수도관 보온조치, 온열기 화재예방 등 안전에 주의 하시기바랍니다.",한파
2022,12,21,17,0,강남구,"[강남구청] 금일21시 강남구 한파주의보 발효, 저녁 급격한 기온 하락으로 한파 피해 예상, 어르신 안부확인, 수도관 동파, 미끄럼 사고 등 안전에 유의바랍니다.",한파
