preprocessed_송출내용,label
화 확 진자 발생 자세하다 내용 중구청 홈페이지 참고 하다 바라다 코로나 알림,4
토월 흑석 제과 동작구 달 방문 하다 분 중 코로나 증상 분 동작구 보건소 진단 검사 받다 바라다,6
코로나 해외 입국 발생 역학 조사 감염 경로 홈페이지 블로그 참고 바라다,4
강서구 확 진자 명 발생 공항동 화곡동 안내 상세 내용 블로그 참조 바라다,0
코로나 확 진자 발생 역학 조사 중 자세하다 사항 홈페이지 블로그 공개 예정 이다,5
번 동남 확 진자 발생 참조 하다 코로나 힘들다 어렵다 시기 방수 칙 지키다 이기다 내다,4
은평 번 확 진자 발생 타구 확 진자 접촉 격리 시설 이송 방역 소독 완료 상세 내용 확인 바라다,5
확 진자 명 발생 관내 학원 강사 여명 대상 검사 진행 중 밉다 검사 강남구 보건소 검체 검사 바라다,5
확 진자 발생 역학 조사 재탕 남부 순환로 길 방문자 중 유증 상자 보건소 검사 바라다,6
지역 번 확 진자 관내 이동 동선 홈페이지 블로그 공개 방역 칙 준수 바라다,4
번 확 진자 타 지역 확 진자 접촉 발생 번 확 진자 역학 조사 결과 알림 자세하다 내용 확인 바라다,4
번 확 진자 역학 조사 방역 완료 세부 내용 홈페이지 블로그 참조 바라다,0
화 시 현재 코로나 확 진자 추가 발생 역학 조사 진행중 관련 내용 홈페이지 참고 바라다,5
수 확 진자 명 발생 번 도봉구 확 진자 접촉 역학 조사 결과 이동 동선 조치 사항 홈페이지 공개 예정 이다,5
수 확 진자 명월 계동 발생 번 동선 역학 사후 홈페이지 신속하다 공개 하다,5
수 시 기준 코로나 확 진자 명 발생 번 확 진자 역학 조사 결과 공개 홈페이지 참고 바라다,5
확 진자 발생 자가 격리 중 병상 이송 자택 방역 예정 금천구 카카오 톡 채널,7
강서구 확 진자 명 발생 염창 곡우 장산 가양 안내 상세 내용 블로그 참조 바라다,0
번 확 진자 발생 역학 조사 진행 중이 동선 추후 홈페이지 블로그 참고 바라다,5
수 확 진자 발생 자세하다 내용 중구청 홈페이지 참고 하다 바라다 코로나 알림,4
코로나 확 진자 발생 역학 조사 중 자세하다 사항 홈페이지 블로그 공개 예정 이다,5
코로나 확 진자 명 추가 발생 확 진자 역학 조사 결과 공개 자세하다 내용 블로그 참고 바라다,4
코로나 발생 역학 조사 감염 경로 홈페이지 블로그 참고 바라다,4
지역 번 확 진자 관내 이동 동선 홈페이지 블로그 공개 방역 칙 준수 바라다,4
확 진자 명 추가 발생 재탕 남부 순환로 길 남탕 이용자 검사 필수 여탕 이용자 중 유증 상자 보건소 검사 바라다,6
확 진자 명 발생 자가 격리 무증상 안심 하다 격리 해제 직전 강남구 보건소 재검사 바라다,7
수 시 현재 코로나 확 진자 추가 발생 역학 조사 진행중 관련 내용 홈페이지 참고 바라다,5
답십리동 답십리동 용신동 장안동 전농동 확 진자 발생 참조,0
수 확 진자 명 발생 번 마장동 대번 행당동 상세 내용 코로나 관련 문자 신청,2
목 시 기준 코로나 확 진자 명 발생 세부 내용 홈페이지 참고 하다 시기 바라다,5
목 확 진자 명월 계동 발생 번 동선 역학 사후 홈페이지 공개 하다,5
목 확 진자 명 발생 번 도봉구 확 진자 접촉 타구 확 진자 접촉 감염 경로 불명 역학 조사 조치 결과 홈페이지 공개 예정 이다,5
목 번 확 진자 면목동 발생 역학 조사 진행 중 완료 홈페이지 공개 예정 이다,5
확 진자 완치 명 발생 상세 내용 홈페이지 블로그 확인 하다 시기 바라다,5
코로나 확 진자 명 발생 상세 내용 구청 홈페이지 확인 바라다,4
강서구 확 진자 명 발생 발산 등촌 곡 안내 상세 내용 블로그 참조 바라다,0
확 진자 발생 자가 격리 중 병상 이송 자택 방역 예정 금천구 카카오 톡 채널,7
삿갓 봉 불다 사우나 등촌동 하층 이용 신분 코로나 증상 강서구 보건소 검사 바라다,6
확 진자 발생 재탕 남부 순환로 길 남탕 이용자 검사 필수 여탕 이용자 유증 상자 보건소 검사 바라다,6
양천구 확 진자 명 발생 신월동 거주 안내 양천구청 블로그 참조,0
수 확 진자 발생 자세하다 내용 중구청 홈페이지 참고 하다 바라다 코로나 알림,4
번 확 진자 발생 역학 조사 진행 중이 동선 추후 홈페이지 블로그 참고 바라다,5
코로나 확 진자 발생 역학 조사 자세하다 사항 홈페이지 블로그 공개 예정 이다,5
강서구 확 진자 명 발생 우장산동 안내 상세 내용 블로그 참조 바라다,0
다모아 미용실 백제고분로 길 방문 신분 중 코로나 증상 분 송파구 보건소 연락 바라다 세부 내용 홈페이지 참고 바라다,4
오동근 린 공원 실내 배드민턴 덕릉로 길 소독 완료 방문자 강북 보건소 검사 바람 검사 문의,4
코로나 확 진자 명 추가 발생 확 진자 역학 조사 결과 공개 자세하다 내용 블로그 참고 바라다,4
코로나 확 진자 명 발생 번 역학 사후 동선 공개 구청 블로그 홈페이지 참고 바라다,5
코로나 발생 역학 조사 감염 경로 홈페이지 블로그 참고 바라다,4
확 진자 명 발생 내일 공공장소 마스크 미착 용 시 과태료 부과 되다 실내 외 항상 마스크 착용 바라다,4
번 확 진자 발생 거주지 방역 완료 코로나 관련 안내 홈페이지 참고 바라다,7
은평 번 확 진자 발생 격리 시설 이송 방역 소독 완료 상세 내용 확인 바라다,5
확 진자 발생 상세 내용 홈페이지 확인 밀집 밀폐 시설 방문 자제 마스크 착용 방역 칙 준수 바라다,4
목 확 진자 명 발생 자가 격리 중 확진 판정 번 응봉동 대번 금호 가동 상세 내용,7
목 분 현재 코로나 확 진자 추가 발생 역학 조사 진행중 관련 내용 홈페이지 참고 바라다,5
번번 확 진자 발생 자세하다 사항 참조 하다 바라다 모임 자제 철저하다 마스크 착용 당부 드리다,4
최근 코로나 확 진자 급증 발열 기침 증상 외출 자제 하다 마스크 착용 모임 타 지역 방문 자제 방역 칙 준수 바라다,4
번 확 진자 역학 조사 방역 완료 세부 내용 홈페이지 블로그 참조 바라다,0
번 확 진자 타 지역 확 진자 접촉 추정 발생 알림 상세 내용 확인 바라다 마스크 미착 용 과태료 부과,4
확 진자 완치 명 발생 상세 내용 홈페이지 블로그 확인 하다 시기 바라다,5
금 확 진자 명월 계동 명 상계 상계동 발생 번 동선 역학 조사 후 홈페이지 블로그 공개 하다,4
금 번 확 진자 면목동 상봉동 중화동 망우동 발생 역학 조사 진행 중 완료 홈페이지 공개 예정 이다,5
확 진자 발생 상세 내용 홈페이지 확인 마스크 착용 손씻기 방역 칙 준수 바라다,4
코로나 확 진자 명 발생 상세 내용 구청 홈페이지 확인 바라다,4
번 확 진자 발생 거주지 방역 완료 코로나 관련 안내 홈페이지 참고 바라다,7
번 버스 이용 신분 중 유증 상자 금일 시 중랑구 선 진료 소 코로나 검사 받다 바라다,6
목 확 진자 발생 자세하다 내용 중구청 홈페이지 참고 하다 바라다 코로나 알림,4
강서구 확 진자 명 발생 발산 등촌 곡가 양안 상세 내용 블로그 참조 바라다,0
번인 수동 확 진자 접촉 번수 유동 해외 입국 확 진자 발생 홈페이지 추후 공개 마스크 착용 준수 바라다,4
다모아 미용실 백제고분로 길 석촌동 방문 신분 중 유증 상자 송파구 보건소 연락 바라다 세부 내용 홈페이지 참고 바라다,4
확 진자 완치 명 발생 상세 내용 홈페이지 블로그 확인 하다 시기 바라다,5
이상배 피부 봉로 방문자 코로나 유증 상자 강북 보건소 검사 시 바라다 문의,6
코로나 확 진자 발생 역학 조사 중 자세하다 사항 홈페이지 블로그 공개 예정 이다,5
코로나 발생 역학 조사 감염 경로 홈페이지 블로그 참고 바라다,4
로지텍 카페 석촌호수 하층 잠실 방문자 중 유증 상자 송파구 보건소 연락 바라다 세부 내용 홈페이지 참고 바라다,4
코로나 확 진자 명 추가 발생 자세하다 내용 블로그 참고 바라다,4
확 진자 명 발생 오늘 공공장소 마스크 의무 조치 시행 되다 주말 마스크 착용 방역 칙 준수 바라다,4
확 진자 발생 상세 내용 홈페이지 확인 주말 모임 자제 올바르다 마스크 착용 손씻기 방역 칙 준수 바라다,4
은평 번 확 진자 발생 격리 시설 이송 방역 소독 완료 상세 내용 확인 바라다,5
코로나 확 진자 명 발생 번 오류동 관내 동선 없다 구청 블로그 홈페이지 참고 바라다,4
번 확 진자 역학 조사 방역 완료 세부 내용 홈페이지 블로그 참조 바라다,0
금 시 현재 코로나 확 진자 명 추가 발생 역학 조사 진행중 관련 내용 홈페이지 참고 바라다,5
번 발생 번역학 조사 결과 지역 의정부 확 진자 동선 알림 송화 산시 삭 아차산로 길동 이용자 유증 시 검사,4
번번 확 진자 발생 참조 하다 금일 공공장소 마스크 미착 용다 과태료 부과 되다 주의 하다 바라다,4
번번 확 진자 발생 참조 하다 개인 방역 중요하다 시기 모임 자제 손씻기 방역 칙 지키다,4
최근 일간 확 진자 무려 명 폭증 구민 마스크 착용 방역 칙 철저하다 예방 수칙 준수 당부 드리다,4
토 확 진자 명월 월계 중계 본동 상계동 명 발생 번 동선 역학 사후 홈페이지 블로그 공개 하다,5
토 확 진자 명 발생 번 감염 경로 불명 역학 조사 결과 이동 동선 조치 사항 홈페이지 공개 예정 이다,4
토 번 확 진자 묵동 발생 역학 조사 진행 중 완료 홈페이지 공개 예정 이다,5
토 시 기준 코로나 확 진자 명 발생 세부 내용 홈페이지 참고 해주다 바라다,5
확 진자 완치 명 발생 상세 내용 홈페이지 블로그 확인 하다 시기 바라다,5
확 진자 발생 상세 내용 홈페이지 확인 올바르다 마스크 착용 방역 칙 준수 하다 바라다,4
금 확 진자 발생 자세하다 내용 중구청 홈페이지 참고 하다 바라다 코로나 알림,4
토번 확 진자 발생 자세하다 내용 중구청 홈페이지 참고 하다 바라다 코로나 알림,4
양천구 확 진자 명 발생 신정동 거주 안내 양천구청 블로그 참조,0
번 확 진자 발생 거주지 방역 완료 코로나 관련 안내 홈페이지 참고 바라다,7
코로나 확 진자 명 추가 발생 확 진자 역학 조사 결과 공개 자세하다 내용 블로그 참고 바라다,4
강서구 확 진자 명 발생 발산 곡가 안내 상세 내용 블로그 참조 바라다,0
시 도봉동 소재 성우 사우나 여탕 이용 하다 분 도봉 보건소 방문 하다 코로나 검사 받다 바라다,6
번 확 진자 발생 역학 조사 진행 중이 동선 추후 홈페이지 블로그 참고 바라다,5
코로나 발생 역학 조사 감염 경로 홈페이지 블로그 참고 바라다,4
토 번 확 진자 발생 마장동 자가 격리 중 해제 전 검사 확진 판정 상세 내용,7
관내 번 확 진자 발생 알림 역학 조사 진행 중이 추후 홈페이지 블로그 공개 예정 이다,5
코로나 확 진자 발생 역학 조사 중 자세하다 사항 홈페이지 블로그 공개 예정 이다,5
번 답십리동 남번 전농동 번 용신동 확 진자 발생 자세하다 사항 참조 하다 바라다,4
동대문구 루시 헤어 답십리로 길 방문 하다 분 가깝다 보건소 선 진료 소 검사 받다 바라다,6
코로나 확 진자 명 발생 상세 내용 구청 홈페이지 확인 바라다,4
확 진자 명 발생 주말 다중 이용 시설 마스크 착용 손 씻다 방역 칙 준수 바라다,1
코로나 확 진자 발생 역학 조사 중 자세하다 사항 홈페이지 블로그 공개 예정 이다,5
번 확 진자 역학 조사 결과 자가 격리 중 확진 관내 이동 동선 없다 상세 내용 확인 바라다,7
코로나 확 진자 발생 번 역학 사후 동선 공개 구청 블로그 홈페이지 참고 바라다,5
은평 번역학 조사 진행중 확 진자 발생 격리 시설 이송 방역 소독 완료 상세 내용 확인 바라다,5
진주 사우나 석촌호수 길 잠실 방문 하다 분 중 유증 상자 송파구 보건소 연락 바라다 세부 내용 홈페이지 참고 바라다,4
토 시 기준 코로나 확 진자 명 발생 번 확 진자 역학 조사 진행 상황 안내 홈페이지 참고 바라다,5
번 확 진자 역학 조사 방역 완료 세부 내용 홈페이지 블로그 참조 바라다,0
토 시 현재 코로나 확 진자 명 추가 발생 역학 조사 진행중 관련 내용 홈페이지 참고 바라다,5
확 진자 명 발생 번 도봉구 확 진자 접촉 경로 불명 역학 조사 결과 이동 동선 조치 사항 홈페이지 공개 예정 이다,5
확 진자 명월 공 상 명중 본명 공동 발생 번 동선 역학 사후 홈페이지 블로그 공개 하다,5
확 진자 완치 명 발생 상세 내용 홈페이지 블로그 확인 하다 시기 바라다,5
번 확 진자 면목동 면목동 발생 역학 조사 진행 중 완료 홈페이지 공개 예정 이다,5
번인 수동 확 진자 접촉 번 번동 확 진자 접촉 확 진자 발생 홈페이지 추후 공개 마스크 착용 바라다,4
확 진자 완치 명 발생 상세 내용 홈페이지 블로그 확인 하다 시기 바라다,5
확 진자 발생 상세 내용 홈페이지 확인 나오다 가족 건강 위해 마스크 착용 방역 칙 꼭 지키다 바라다,4
코로나 확 진자 발생 역학 조사 중 자세하다 사항 홈페이지 블로그 공개 예정 이다,5
시 기준 코로나 확 진자 명 발생 세부 내용 홈페이지 참고 해주다 바라다,5
양천구 확 진자 명 발생 안내 양천구청 블로그 참조,0
강서구 확 진자 발생 염창 곡 곡 발산 공항 상세 내용 블로그 참조 바라다,0
옛날 칼국수 강서구 화곡동 층 방문자 코로나 증상 강서구 보건소 검사 바라다,6
번 용신동 남 번 용신동 번 용신동 남 확 진자 발생 자세하다 사항 참조 하다 바라다,4
확 진자 완치 명 발생 상세 내용 홈페이지 블로그 확인 하다 시기 바라다,5
코로나 확 진자 명 추가 발생 자세하다 내용 블로그 참고 바라다,4
시시 도봉동 소재 성우 사우나 여탕 이용 하다 분 도봉 보건소 방문 하다 코로나 검사 받다 바라다,6
은평 번 확 진자 발생 격리 시설 이송 방역 소독 완료 상세 내용 확인 바라다,5
확 진자 발생 상세 내용 홈페이지 확인 올바르다 마스크 착용 방역 칙 꼭 지키다 바라다,4
확 진자 명 발생 마스크 착용 거리 두기 기본 방역 칙 준수 나오다 가족 건강 안전 지키다,4
코로나 확 진자 명 발생 번 역학 조사 후 동선 공개 구청 블로그 홈페이지 참고 바라다,4
확 진자 명 발생 번 송정동 번 응봉동 번 마장동 상세 내용,4
번 확 진자 역학 조사 방역 완료 세부 내용 홈페이지 블로그 참조 바라다,0
분 현재 코로나 확 진자 명 추가 발생 역학 조사 진행중 관련 내용 홈페이지 참고 바라다,5
확 진자 발생 역학 조사 중 격리 병상 이송 자택 방역 예정 금천구 카카오 톡 채널 확인,7
확 진자 명월 계동 공릉동 명 중계동 명 발생 번 동선 역학 사후 홈페이지 블로그 공개 하다,5
확 진자 완치 자명 발생 상세 내용 홈페이지 블로그 확인 하다 시기 바라다,5
확 진자 명 발생 번 도봉구 확 진자 접촉 감염 경로 불명 역학 조사 결과 이동 동선 조치 사항 홈페이지 공개 예정 이다,5
번 확 진자 면목동 명 면목동 명 망우 본동 명 발생 역학 조사 진행 중 완료 홈페이지 공개 예정 이다,5
번 확 진자 발생 지역 확 진자 성동구 관내 동선 알림 지프로 방 하층 시간대 이용 유증 상자 검사 바람 확인,6
확 진자 명 발생 곡 화곡 곡 곡 발산 가양 상세 내용 블로그 참조 바라다,0
확 진자 발생 상세 내용 홈페이지 확인 거리 두기 올바르다 마스크 착용 방역 칙 준수 부탁드리다,4
코로나 확 진자 명 발생 상세 내용 구청 홈페이지 확인 바라다,4
번 번동 확 진자 접촉 확 진자 발생 홈페이지 추후 공개 마스크 착용 바라다,4
번 확 진자 발생 역학 조사 진행 중이 동선 추후 홈페이지 블로그 참고 바라다,5
확 진자 발생 자세하다 내용 중구청 홈페이지 참고 하다 바라다 코로나 알림,4
코로나 확 진자 명 추가 발생 자세하다 내용 블로그 참고 바라다,4
양천구 확 진자 명 발생 신월동 거주 안내 양천구청 블로그 참조,0
번 확 진자 발생 거주지 방역 완료 코로나 관련 안내 홈페이지 참고 바라다,7
기간 중 꽃 족발 성동구 왕십리 길 방문자 가깝다 보건소 코로나 검사 받다 바라다,6
강서구 확 진자 명 발생 화곡동 안내 상세 내용 블로그 참조 바라다,0
토 확 진자 중구 이동 경로 안내 해당 시간대 방문자 중 유증 상자 보건소 문의 코로나 알림,6
관내 번 확 진자 발생 알림 역학 조사 진행 중이 추후 홈페이지 블로그 공개 예정 이다,5
코로나 확 진자 발생 역학 조사 중 자세하다 사항 홈페이지 블로그 공개 예정 이다,5
목 금 기간 도봉동 소재 청련 사르다 방문 신분 도봉 보건소 방문 하다 코로나 검사 받다 바라다,6
은평 번 확 진자 발생 격리 시설 이송 방역 소독 완료 역학 조사 진행중 이다,5
코로나 확 진자 발생 번 역학 사후 동선 공개 구청 블로그 홈페이지 참고 바라다,5
관내 번 확 진자 발생 알림 역학 조사 진행 중이 추후 홈페이지 블로그 공개 예정 이다,5
확 진자 발생 상세 내용 홈페이지 확인 거리 두기 올바르다 마스크 착용 방역 칙 준수 부탁드리다,4
번 청량리동 번 용신동 번 전농동 확 진자 발생 자세하다 사항 참조 하다 바라다,4
목 금 기간 청련 도봉동 층를 방문 하다 분 도봉 보건소 코로나 검사 받다 바라다,6
확 진자 명 발생 번 옥수동 대번 마장동 대번 옥수동 상세 내용,4
번확 진자 역학 조사 결과 지역 확 진자 서초구 관내 동선 알림 낙곱집 자양 동동 시간대 이용 유증 상자 검사 바람 확인,6
분 현재 코로나 확 진자 명 추가 발생 역학 조사 진행중 관련 내용 홈페이지 참고 바라다,5
번 확 진자 역학 조사 방역 완료 세부 내용 홈페이지 블로그 참조 바라다,0
금 반포동 주민 센터 층 늘봄 카페 이용 객 중 코로나 유증 상자 서초구 보건소 검사 바라다,2
확 진자 완치 명 발생 상세 내용 홈페이지 블로그 확인 하다 시기 바라다,5
화 확 진자 공릉동 중계동 발생 번 동선 홈페이지 공개 참고 바라다,4
화확 진자 명 발생 번 도봉구 확 진자 접촉 감염 경로 불명 역학 조사 결과 이동 동선 조치 사항 홈페이지 공개 예정,5
화 시 기준 코로나 확 진자 명 발생 번 확 진자 역학 조사 결과 공개 홈페이지 참고 바라다,5
확 진자 명 발생 역학 조사 중 격리 병상 이송 자택 방역 예정 금천구 카카오 톡 채널 확인,7
번 송천동 확 진자 발생 동선 홈페이지 추후 공개 마스크 착용 바라다,4
강서구 확 진자 명 발생 등촌 곡 화곡 발산 안내 상세 내용 블로그 참조 바라다,0
양천구 확 진자 명 발생 신정 거주 안내 양천구청 블로그 참조,0
성동구 피 씨방 장터 길 방문자 가깝다 보건소 코로나 검사 받다 바라다,6
번 확 진자 발생 역학 조사 진행 중이 동선 추후 홈페이지 블로그 참고 바라다,5
금 시 탑 레이스 방 신정 네거리 점 방문자 중 유증 상자 시간대 방 흡연실 이용자 보건소 검사 바라다,6
코로나 확 진자 명 발생 상세 내용 구청 홈페이지 확인 바라다,4
화 확 진자 발생 자세하다 내용 중구청 홈페이지 참고 하다 바라다 코로나 알림,4
확 진자 완치 명 발생 상세 내용 홈페이지 블로그 확인 하다 시기 바라다,5
화 백범로 길 효동 정림 식당 이용 고객 중 코로나 유증 상자 용산구 보건소 검사 바라다,6
관내 번 확 진자 발생 역학 조사 추후 공개 예정 지역 번 확 진자 이동 동선 공개,4
강서구 확 진자 명 발생 등촌동 안내 상세 내용 블로그 참조 바라다,0
확 진자 완치 명 발생 상세 내용 홈페이지 블로그 확인 하다 시기 바라다,5
코로나 확 진자 명 발생 번 역학 사후 동선 공개 구청 블로그 홈페이지 참고 바라다,5
코로나 확 진자 발생 역학 조사 중 자세하다 사항 홈페이지 블로그 공개 예정 이다,5
확 진자 발생 상세 내용 홈페이지 확인 밀폐 공간 방문 자제 마스크 착용 방역 칙 준수 부탁드리다,4
은평 번 확 진자 발생 격리 시설 이송 방역 소독 완료 상세 내용 확인 바라다,5
확 진자 명 발생 작다 방심 크다 확산 이어지다 마스크 착용 거리 두기 방역 칙 철저하다 지키다,4
번 전농동 남 번장 안동 남확 진자 발생 참조 하다 거리 두기 실천 하다 코로나 극복 하다 수,4
번 확 진자 성동구 확 진자 접촉 추정 발생 역학 조사 결과 알림 자세하다 내용 확인 바라다,4
화 번 확 진자 면목동 명 발생 역학 조사 진행 중 완료 홈페이지 공개 예정 이다,5
목 시 사회 거리 두기 단계 격상 되다 구민 코로나 확산 방지 위해 방역 칙 철저하다 지키다 바라다,4
코로나 확 진자 발생 역학 조사 감염 경로 추후 홈페이지 블로그 참고 바라다,4
화 확 진자 명 발생 번 행당동 번 마장동 번 옥수동 번 금호 가동 상세 내용,4
화 시 현재 코로나 확 진자 명 추가 발생 역학 조사 진행중 관련 내용 홈페이지 참고 바라다,5
수 확 진자 명 발생 번 도봉구 확 진자 접촉 타구 확 진자 접촉 경로 불명 역학 조사 결과 동선 조치 사항 홈페이지 공개 예정,5
수 확 진자 명 공릉동 명 공릉 하계동 발생 번 동선 역학 조사 후 홈페이지 블로그 신속하다 공개 하다,4
수 시 기준 코로나 확 진자 명 발생 세부 내용 홈페이지 참고 해주다 바라다,5
확 진자 발생 역학 조사 중 격리 병상 이송 자택 방역 예정 금천구 카카오 톡 채널 확인,7
확 진자 완치 명 발생 상세 내용 홈페이지 블로그 확인 하다 시기 바라다,5
강서구 확 진자 명 발생 방화 등촌 등촌 곡 안내 상세 내용 블로그 참조 바라다,0
양천구 확 진자 명 발생 신정동 거주 안내 양천구청 블로그 참조,0
확 진자 발생 상세 내용 홈페이지 확인 밀폐 공간 방문 자제 마스크 착용 방역 칙 준수 부탁드리다,4
확 진자 완치 명 발생 상세 내용 홈페이지 블로그 확인 하다 시기 바라다,5
번 확 진자 발생 역학 조사 진행 중이 동선 추후 홈페이지 블로그 참고 바라다,5
코로나 확 진자 발생 역학 조사 감염 경로 홈페이지 블로그 참고 바라다,4
번 확 진자 발생 거주지 방역 완료 자세하다 사항 홈페이지 블로그 참고 바라다,7
확 진자 명 선릉 대림 아크 텔 선릉로 호 방문자 강남구 보건소 검사 바람,4
관내 번 확 진자 발생 알림 역학 조사 진행 중이 추후 홈페이지 블로그 공개 예정 이다,5
코로나 확 진자 명 발생 상세 내용 구청 홈페이지 확인 바라다,4
코로나 확 진자 발생 번 고척동 역학 사후 동선 공개 구청 블로그 홈페이지 참고 바라다,5
확 진자 완치 명 발생 상세 내용 홈페이지 블로그 확인 하다 시기 바라다,5
수 기준 코로나 확 진자 명 발생 확 진자 명 역학 조사 결과 안내 세부 내용 홈페이지 참고 바라다,5
코로나 확 진자 발생 역학 조사 중 자세하다 사항 홈페이지 블로그 공개 예정 이다,5
확 진자 발생 상세 내용 홈페이지 확인 모임 자제 마스크 착용 손씻기 방역 칙 준수 바라다,4
은평 번 확 진자 발생 역학 조사 진행중 상세 내용 추후 홈페이지 블로그 참고 바라다,5
번번 확 진자 발생 참조 하다 밀폐 밀접하다 장소 피해 주시 불필요하다 모임 자제 부탁드리다,4
수확 진자 발생 번 금호 번 옥수동 번 금호 번 행당동 번 마장동,4
금 시시 방학동 소재 월드 사우나 여탕 이용 하다 분 도봉 보건소 방문 하다 코로나 검사 받다 바라다,6
번 발생 번역학 조사 결과 지역 확 진자 동선 확인 굿맘 하다 대국 선지 해장국 자양로 이용 유증 상자 검사,4
수 시 현재 코로나 확 진자 명 추가 발생 역학 조사 진행중 관련 내용 홈페이지 참고 바라다,5
번 확 진자 역학 조사 방역 완료 세부 내용 홈페이지 블로그 참조 바라다,0
수 현재 지역 강하다 비 내리다 양재천 여의천 반포천 이용 통제 되다 하천 출입 가해 시기 바라다,4
골드 센스 도봉로 방문자 증상 유무 강북 보건 소시 검사 바라다,6
목 확 진자 명월 중 보다 중 각명 공 공 각명 발생 번 동선 홈페이지 블로그 공개 하다,4
목 시 기준 코로나 확 진자 명 발생 세부 내용 홈페이지 참고 해주다 바라다,5
정릉동 풍년 포차 정릉 로길 방문자 증상 유무 상관없다 성북구 보건소 코로나 검사 받다 바라다,6
목 확 진자 명 발생 번 쌍문동 방학동 창동 도봉동 도봉동 역학 조사 결과 동선 조치 사항 홈페이지 공개 예정,5
확 진자 완치 명 발생 상세 내용 홈페이지 블로그 확인 하다 시기 바라다,5
토 민속 주점 달빛 토방 화곡동 층 방문자 코로나 증상 관계 강서구 보건소 검사 바라다,6
수 토 정소 청소년 비선 아파트 상 가을 방문 하다 증상 분 노원구 보건소 검사 받다 바라다,6
목 번 확 진자 면목동 발생 역학 조사 진행 중 완료 홈페이지 공개 예정 이다,5
금화 새봄 재활 의학과 의원 상계동 방문 하다 환자 환자 동행인 중 유증 상자 노원구 보건소 검사 받다 바라다,6
확 진자 명번 송중동 번동 번동 발생 동선 홈페이지 추후 공개 예정 이다,4
확 진자 완치 명 발생 상세 내용 홈페이지 블로그 확인 하다 시기 바라다,5
양천구 확 진자 명 발생 신월동 신정동 거주 안내 블로그 참조,0
목월 종로구 순창 식당 종로 길 방문자 주소지 관할 보건소 선 진료 소 코로나 검사 받다 바라다,6
강남 섬기다 교회 서초대로 길 시시 수산 강남대로 길 방문자 유증 상자 보건소 검사 바라다,6
번 확 진자 발생 역학 조사 진행 중이 동선 추후 홈페이지 블로그 참고 바라다,5
수 목 확 진자 발생 자세하다 내용 중구 홈페이지 참고 하다 바라다,4
확 진자 발생 상세 내용 홈페이지 확인 밀폐 공간 방문 자제 마스크 착용 방역 칙 준수 부탁드리다,4
번 추가 확 진자 면목동 발생 역학 조사 진행 중 완료 홈페이지 공개 예정 이다,5
목 추가 확 진자 명 발생 번 도봉동 쌍문동 역학 조사 결과 이동 동선 조치 사항 홈페이지 공개 예정 이다,5
번 확 진자 발생 거주지 방역 완료 자세하다 사항 홈페이지 블로그 참고 바라다,7
코로나 확 진자 명 추가 발생 확 진자 역학 조사 결과 공개 자세하다 내용 블로그 참고 바라다,4
확 진자 완치 명 발생 상세 내용 홈페이지 블로그 확인 하다 시기 바라다,5
코로나 확 진자 명 발생 상세 내용 구청 홈페이지 확인 바라다,4
확 진자 명 선릉 대림 아크 텔 선릉로 호 방문자 내일 강남구 보건소 검사 바람,4
코로나 번 확 진자 발생 역학 조사 감염 경로 홈페이지 블로그 참고 바라다,4
관내 번 확 진자 발생 알림 역학 조사 진행중 추후 홈페이지 블로그 공개 예정 이다,5
르네상스 휘트니 스 사우나 오금로 오금동 방문 하다 분 중 유증 상자 송파구 보건소 연락 바라다 세부 내용 홈페이지 참고 바라다,4
은평 번 확 진자 발생 역학 조사 진행중 상세 내용 추후 홈페이지 블로그 참고 바라다,5
확 진자 발생 상세 내용 홈페이지 확인 다중 이용 시설 방문 자제 마스크 착용 방역 칙 준수 부탁드리다,4
목 확 진자 명 발생 번 응봉동 대자 격리 해제 전 검사 확진 번 행당동 상세 내용,4
강서구 확 진자 명 발생 등촌 곡 곡가 방화 상세 내용 블로그 참조 바라다,0
르네상스 휘트니 스 사우나 오금로 오금동 방문 하다 분 증상 유무 상관없다 송파구 보건소 연락 바라다,6
코로나 확 진자 명 발생 번역학 사후 동선 공개 구청 블로그 홈페이지 참고 바라다,5
번 확 진자 역학 조사 방역 완료 세부 내용 홈페이지 블로그 참조 바라다,0
번 역학 조사 결과 번 확 진자 감염 경로 조사 발생 알림 상세 내용 확인 바라다,4
목 기준 코로나 확 진자 명 발생 확 진자 명 역학 조사 결과 안내 세부 내용 홈페이지 참고 바라다,5
번번 확 진자 발생 참조 하다 철저하다 방역 칙 준수 의심 증상 발현 선 검사 받다 당부 드리다,4
월금 전주 식당 청량리동 방문 하다 중 유증 시 동대문구 선 진료 소 코로나 검사 받다 바라다,6
르네상스 휘트니 스 사우나 오금로 오금동 방문자 증상 유무 상관없다 관할 거주지 보건소 검사 받다 바라다,6
목 시 현재 코로나 확 진자 명 추가 발생 역학 조사 진행중 관련 내용 홈페이지 참고 바라다,5
코로나 확 진자 발생 역학 조사 중 자세하다 사항 홈페이지 블로그 공개 예정 이다,5
확 진자 발생 역학 조사 중 격리 병상 이송 자택 방역 예정 금천구 카카오 톡 채널 확인,7
금 번 확 진자 상봉동 상봉동 발생 역학 조사 진행 중 완료 홈페이지 공개 예정 이다,5
금 확 진자 명 공릉동 명 하계동 명중 중계동 발생 번 동선 역학 사후 홈페이지 블로그 공개 하다,5
