연,월,일,시,분,수신지역,송출내용,target
2021,1,11,10,40,성북구,"[성북구청] 914번(1명) 확진자 발생. 거주지 등 방역 완료. 자세한 사항은 홈페이지, 블로그 참고바랍니다. blog.naver.com/storysb",전염병
2021,1,11,11,26,강북구,"[강북구청]확진자6명(548~553번), 동선 홈페이지( gangbuk.go.kr/intro_gb.jsp )추후 공개예정. 가족간에도 거리두기 준수바랍니다.",전염병
2021,1,11,11,28,강동구,"[강동구청]1. 11.(월) 10시 기준 확진자 3명 발생 및 역학조사 결과 안내, 세부 내용은 홈페이지(c19.gd.go.kr) 참고해 주시기 바랍니다.",전염병
2021,1,11,11,37,동작구,"[동작구청]912~916번째 확진자(완치자 620명)발생,상세내용 홈페이지 및 블로그 등 확인해 주시기바랍니다. blog.naver.com/dongjaksaran",전염병
2021,1,11,11,50,중랑구,"[중랑구청] 1.11.(월) 확진자 11명(885~895번, 면목2,면목5,상봉1,중화2,신내1) 발생. 역학조사 진행 중. 완료 즉시 홈페이지 공개 예정입니다.",전염병
2021,1,11,13,20,광진구,[광진구청] 522~525번 확진자 발생 및 동선 알림. 자세한 내용은 홈페이지 han.gl/K79LX 확인바랍니다.,전염병
2021,1,11,15,33,강서구,[강서구청] 강서구 코로나19 확진자 3명 발생 안내. 상세내용은 블로그 참조바랍니다. blog.naver.com/gangseokkachi,전염병
2021,1,11,16,32,마포구,[마포구청] 확진자 9명 발생. 역학조사 진행 중이며 상세 내용은 추후 홈페이지 및 블로그 참고바랍니다. blog.naver.com/prmapo77,전염병
2021,1,11,16,38,양천구,[양천구청] 확진자 7명 발생안내(841~847번). 양천구 블로그 참조 바랍니다. blog.naver.com/yangcheon2016/222203891616,전염병
2021,1,11,16,47,성동구,[성동구청]495~502번 확진자 발생/ 12.26(토)~1.10(일) 천리교 종교시설(마장로125) 방문자는 코로나검사를 받으시기바랍니다 c19.sd.go.kr,전염병
2021,1,11,16,52,도봉구,[도봉구청] 1.11(월) 확진자 3명 추가 발생(650~652번). 역학조사결과 이동동선 및 조치사항 홈페이지(m.dobong.go.kr) 공개예정입니다.,전염병
2021,1,11,16,55,서대문구,"[서대문구청]코로나19. 601번째 확진자 발생. 역학조사 중. 자세한 사항 구홈페이지, 블로그 공개 예정입니다. blog.naver.com/sdmstory",전염병
2021,1,11,17,35,관악구,"[관악구청] 확진자 6명 발생, 세부 내용은 블로그 확인바랍니다. 5인 이상 사적모임 자제, 방역수칙 준수바랍니다. blog.naver.com/gwanak_gu",전염병
2021,1,11,17,40,서초구,"[서초구청] 911~914번 확진자 발생. 상세내용 홈페이지(seocho.go.kr) 확인. 모임·외출 자제, 마스크 착용 등 방역수칙 꼭 지켜주시기 바랍니다.",전염병
2021,1,11,17,45,은평구,[은평구청]은평 876~881번 확진자 발생. 역학조사 진행중. 상세 내용은 추후 홈페이지 및 블로그 참고바랍니다 blog.naver.com/eunpyeonggu,전염병
2021,1,11,17,59,노원구,"[노원구청] 오늘(1.11) 오후 확진자 4명 발생(915~918번). 동선 역학조사 후 구 홈페이지, blog.naver.com/goodnowon 공개하겠습니다",전염병
2021,1,11,18,0,영등포구,[영등포구청] 코로나 확진자 1명 발생. 상세내용은 구청홈페이지 확인바랍니다. ☞ corona.ydp.go.kr,전염병
2021,1,11,18,4,송파구,"[송파구청]1.11(월) 18시 현재 코로나19 확진자 4명 추가발생, 역학조사 진행중. 관련내용은 홈페이지(songpa.go.kr)를 참고바랍니다.",전염병
2021,1,11,18,11,용산구,"[용산구청]코로나 460~461번 확진자(2명)발생. 역학조사중 / 거리두기, 마스크착용 등 방역수칙 준수 바랍니다. blog.naver.com/ysnblog",전염병
2021,1,11,18,14,강남구,[강남구청] 1028~1036번 확진자 발생(gangnam.go.kr). 오늘부터 강남구 임시선별검사소는 9~17시(주말 9~13시) 정상 운영합니다,전염병
2021,1,11,18,19,동작구,"[동작구청]917,918번째 확진자(완치자 646명)발생,상세내용 홈페이지 및 블로그 등 확인해 주시기바랍니다. blog.naver.com/dongjaksaran",전염병
2021,1,11,18,27,구로구,"[구로구청]코로나19 확진자 6명 발생(707~712번), 역학조사후 동선공개, 구청 블로그(홈페이지) 참고바랍니다 blog.naver.com/digital9ro",전염병
2021,1,11,18,30,동대문구,"[동대문구청]714~724번 확진자발생, ddm.go.kr 참조하시고, 발열 및 호흡기 증상 등 의심증상 발현시 외출 및 출근을 금하시고 신속히 검사를 받아주세요",전염병
2021,1,11,18,34,강동구,"[강동구청]1. 11.(월) 18시 기준 확진자 8명 발생 및 역학조사 결과 안내, 세부 내용은 홈페이지(c19.gd.go.kr) 참고해 주시기 바랍니다.",전염병
2021,1,11,18,34,중랑구,[중랑구청] 885~895번 확진자 역학조사 완료. 세부내용 홈페이지 및 블로그 blog.naver.com/jung_nang_gu 참조바랍니다.,전염병
2021,1,11,18,39,종로구,"[종로구청]관내 480~485번 확진자 발생. 역학조사 진행중. 거리두기, 마스크 착용 등 방역수칙 준수바랍니다. blog.naver.com/jongno0401",전염병
2021,1,11,19,10,중구,[중구청]294~296번째(3명) 확진자 발생. 동시간대(1.4~1.8) 해당식당 방문자 중 유증상자는 코로나19 검사를 받으시기 바랍니다. vo.la/quyIy,전염병
2021,1,12,9,45,도봉구,[도봉구청] 1.12(화) 확진자 3명 발생(653~655번). 역학조사결과 이동동선 및 조치사항 홈페이지(m.dobong.go.kr) 공개예정입니다.,전염병
2021,1,12,9,58,중랑구,[중랑구청]2020.12.30~2021.1.10 중화동 백두산자수장사우나 남탕 방문자는 금일 16시까지 중랑구보건소 선별진료소에서 코로나 검사를 받으시기 바랍니다,전염병
2021,1,12,10,0,노원구,"[노원구청] 오늘(1.12) 오전 확진자 2명 발생(919~920번). 동선 역학조사 후 구 홈페이지, blog.naver.com/goodnowon 공개하겠습니다",전염병
2021,1,12,10,18,강북구,"[강북구청] 확진자2명(554~555번), 동선 홈페이지( gangbuk.go.kr/intro_gb.jsp )추후 공개예정. 가족간에도 거리두기 준수바랍니다.",전염병
2021,1,12,10,48,성북구,"[성북구청] 915번(1명) 확진자 발생. 거주지 등 방역 완료. 자세한 사항은 홈페이지, 블로그 참고바랍니다. blog.naver.com/storysb",전염병
2021,1,12,11,18,중랑구,"[중랑구청] 1.12(화) 확진자 5명(896~900번, 면목2동, 면목4동, 상봉1동, 신내1동)발생. 역학조사 진행 중. 완료 즉시 홈페이지 공개 예정입니다.",전염병
2021,1,12,11,45,광진구,[광진구청] 526~529번 확진자 발생 및 동선 알림. 자세한 내용 홈페이지 han.gl/K79LX 확인바랍니다.,전염병
2021,1,12,11,57,강동구,"[강동구청]1. 12.(화) 10시 기준 확진자 5명 발생 및 역학조사 결과 안내, 세부 내용은 홈페이지(c19.gd.go.kr) 참고해 주시기 바랍니다.",전염병
2021,1,12,14,14,강서구,[강서구청] 강서구 코로나19 확진자 7명 발생 안내. 상세내용은 블로그 참조바랍니다. blog.naver.com/gangseokkachi,전염병
2021,1,12,15,22,강남구,"[강남구청] 서울 지역에 오후 15:30부터 1~4cm의 강설 예보가 있습니다. 퇴근 시 승용차 이용을 자제하고, 가급적 대중교통을 이용하여 주시기 바랍니다.",대설
2021,1,12,15,27,강북구,"[강북구청]확진자2명(556~557번)발생, 동선 홈페이지( gangbuk.go.kr/intro_gb.jsp )추후 공개예정. 가족 간에도 거리두기 준수바랍니다.",전염병
2021,1,12,16,6,노원구,"[노원구 재난안전대책본부] 현재 노원구에 많은 눈이 내리고 있으니 미끄럼에 주의하시기 바라며, 내집 앞, 내점포 앞, 보도위에 내린 눈치우기에 적극 동참해 주세요",대설
2021,1,12,16,11,서초구,"[서초구청]현재 서초구 전 지역에 눈이 내리고 있으니, 도로결빙 지역 안전사고 예방을 위해 퇴근시 대중교통을 이용하고 특히 고갯길 안전운전에 주의하시기 바랍니다.",대설
2021,1,12,16,12,성동구,[성동구청] 503~506번 확진자 발생/현재 폭설이 내리고 있으니 안전사고에 유의하시고 외출 및 퇴근시 대중교통 이용바랍니다. c19.sd.go.kr,전염병
2021,1,12,16,29,관악구,"[관악구청] 현재 관악구 지역에 폭설이 내리고 있으니, 집 앞 눈 치우기, 야외 활동 자제, 외출 시 대중교통 이용, 차량 체인 구비 등 조치하시기 바랍니다.",대설
2021,1,12,16,35,금천구,"[금천구청]363~364번째 확진자 발생, 마스크 착용, 발열체크, 주기적 환기 및 소독, 거리두기 철저, 카카오톡채널 pf.kakao.com/_hUpLxb",전염병
2021,1,12,16,36,서초구,[서초구청]현재 서초구 전지역 대설주의보 발령. 17시까지 집중 강설 후 20시경까지 산발적으로 지속될 예정. 퇴근길 대중교통 이용 및 가급적 외출 자제바랍니다.,대설
2021,1,12,16,38,마포구,[마포구청] 확진자 4명 발생. 역학조사 진행 중이며 상세 내용은 추후 홈페이지 및 블로그 참고바랍니다. blog.naver.com/prmapo77,전염병
2021,1,12,16,49,동작구,"[동작구청]대설주의보 발효.안전사고 예방을 위해 퇴근시 대중교통 이용과 미끄럼 등 안전에 유의하시고 내 집앞, 내 점포앞 눈치우기에 적극 협조해 주시기 바랍니다.",대설
2021,1,12,16,54,중랑구,[중랑구청] 오늘 17시 강설로 인하여 용마산 · 봉화산 데크 무장애길을 통제합니다. 눈길 미끄럼 주의 등 안전에 주의 바랍니다.,대설
2021,1,12,16,55,중랑구,"[중랑구 제설대책본부] 현재 서울에 내리는 눈으로 곳곳에 결빙구간이 있을 수 있으니 미끄럼에 주의하시기 바라며, 외출시 대중교통을 이용해 주시기 바랍니다.",대설
2021,1,12,16,56,도봉구,[도봉구청] 1.12(화) 확진자 6명 추가 발생(656~661번). 역학조사결과 이동동선 및 조치사항 홈페이지(m.dobong.go.kr) 공개예정입니다.,전염병
2021,1,12,17,20,강북구,"[강북구청]‘21.1.8.(금)~1.9.(토) 매니아전화방(도봉로81길 3 3층, 소독완료) 방문자는 즉시 강북보건소 검사바랍니다.☎901-7704",전염병
2021,1,12,17,31,송파구,"[송파구청]현재 내리는 눈으로 곳곳에 결빙구간이 있을 수 있으니 퇴근길 미끄럼 등 안전사고 주의, 가급적 대중교통 이용바랍니다.",기타
2021,1,12,17,32,송파구,"[송파구청]1.12(화) 17시30분 현재 코로나19 확진자 10명 추가발생, 역학조사 진행중. 관련내용은 홈페이지(songpa.go.kr)를 참고바랍니다.",전염병
2021,1,12,17,34,동작구,"[동작구청]919~925번째 확진자(완치자 646명)발생,상세내용 홈페이지 및 블로그 등 확인해 주시기바랍니다. blog.naver.com/dongjaksaran",전염병
2021,1,12,17,43,서대문구,"[서대문구청]코로나19. 602~603번째 확진자 발생. 역학조사중. 자세한 사항 구홈페이지, 블로그 공개 예정입니다. blog.naver.com/sdmstory",전염병
2021,1,12,17,43,양천구,[양천구청] 확진자 7명 발생안내(완치자 545명). 상세 사항은 양천구 블로그 참조. blog.naver.com/yangcheon2016/222205121483,전염병
2021,1,12,17,44,금천구,"[금천구청]대설로 인한 안전사고 예방을 위해 퇴근시 대중교통 이용과 미끄럼 등 안전에 유의하시고 내 집앞, 내 점포앞 눈치우기에 적극 협조해 주시기 바랍니다.",대설
2021,1,12,17,44,은평구,[은평구청]은평 882~891번 확진자 발생. 역학조사 진행중. 상세 내용은 추후 홈페이지 및 블로그 참고바랍니다 blog.naver.com/eunpyeonggu,전염병
2021,1,12,17,53,서초구,[서초구청] 915번 확진자 발생. 오늘 폭설로 중단된 임시선별검사소는 내일(1/13) 정상운영. 위치와 운영시간 홈페이지(seocho.go.kr) 확인바랍니다.,전염병
2021,1,12,17,59,노원구,"[노원구청] 오늘(1.12.) 오후 확진자 9명 발생(921~929). 동선 역학조사 후 구 홈페이지, blog.naver.com/goodnowon 공개하겠습니다",전염병
2021,1,12,18,0,영등포구,[영등포구청] 코로나 확진자 2명 발생. 상세내용은 구청홈페이지 확인바랍니다. ☞ corona.ydp.go.kr,전염병
2021,1,12,18,4,중랑구,"[중랑구 제설대책본부] 강설로 인해 보행 시 미끄럼에 주의하시기 바라며, 내집 내점포앞 눈치우기에 적극 동참하여 주시기 바랍니다.",대설
2021,1,12,18,7,용산구,"[용산구청]코로나 462~464번 확진자(3명)발생. 역학조사중 / 거리두기, 마스크착용 등 방역수칙 준수 바랍니다. blog.naver.com/ysnblog",전염병
2021,1,12,18,9,중구,[중구청] 297~300번째(4명) 확진자 발생. 자세한 내용은 중구청 홈페이지를 참고하시기 바랍니다. vo.la/quyIy,전염병
2021,1,12,18,10,관악구,"[관악구청] 확진자 6명 발생, 세부 내용은 블로그 확인바랍니다. 5인 이상 사적모임 자제, 방역수칙 준수바랍니다. blog.naver.com/gwanak_gu",전염병
2021,1,12,18,11,동대문구,"[동대문구청]725~732번 확진자발생, ddm.go.kr 참조하시고, 거리두기 등 방역수칙을 철저히 지켜주시고, 폭설로 인한 안전사고에 유의하시기 바랍니다",전염병
2021,1,12,18,23,구로구,"[구로구청]코로나19 확진자 3명 발생(713~715번), 역학조사후 동선공개, 구청 블로그(홈페이지) 참고바랍니다 blog.naver.com/digital9ro",전염병
2021,1,12,18,23,종로구,[종로구청] 관내 486번 확진자 발생 및 역학조사 진행중. 타지역 602~605번 이동동선 공개 완료. blog.naver.com/jongno0401,전염병
2021,1,12,18,24,강남구,[강남구청] 1037~1043번 확진자 발생(gangnam.go.kr). 사회적 거리두기와 마스크 착용이 코로나19로부터 우리를 보호할 유일한 백신입니다,전염병
2021,1,12,18,28,중랑구,"[중랑구청] 901번 추가확진자 발생. 896~901번 확진자 역학조사 완료. 세부내용 홈페이지, blog.naver.com/jung_nang_gu 참조바랍니다.",전염병
2021,1,13,9,47,강북구,"[강북구청]‘20.12.28.(월)~‘21.1.11.(월) 팜비치모텔(도봉로71가길 43, 소독완료) 방문자는 즉시 강북보건소 검사바랍니다.☎901-7704",전염병
2021,1,13,9,54,강북구,"[강북구청]확진자5명(558~562번) 발생, 동선 홈페이지( gangbuk.go.kr/intro_gb.jsp )추후 공개예정. 가족간에도 거리두기 준수바랍니다.",전염병
2021,1,13,9,59,노원구,"[노원구청] 오늘(1.13.) 오전 확진자 2명 발생(930~931번). 동선 역학조사후 구 홈페이지, blog.naver.com/goodnowon 공개하겠습니다",전염병
2021,1,13,10,12,동작구,"[동작구청]926~928번째 확진자(완치자 657명)발생,상세내용 홈페이지 및 블로그 등 확인해 주시기바랍니다. blog.naver.com/dongjaksaran",전염병
2021,1,13,10,14,도봉구,[도봉구청] 1.13(수) 확진자 2명 발생(662~663번). 역학조사결과 이동동선 및 조치사항 홈페이지(m.dobong.go.kr) 공개예정입니다.,전염병
2021,1,13,10,19,강동구,"[강동구청]1. 13.(수) 10시 기준 확진자 2명 발생 및 역학조사 결과 안내, 세부 내용은 홈페이지(c19.gd.go.kr) 참고해 주시기 바랍니다.",전염병
2021,1,13,11,13,중랑구,"[중랑구청] 1.13.(수) 확진자 3명 발생(902~904번, 면목2동, 중화2동, 신내1동) 발생. 역학조사 진행 중. 완료 즉시 홈페이지 공개 예정입니다.",전염병
2021,1,13,11,27,광진구,[광진구청] 530~533번 확진자 발생 및 동선 알림. 자세한 내용은 홈페이지 han.gl/K79LX 확인바랍니다.,전염병
2021,1,13,13,0,성북구,"[성북구청] 916~924번(9명) 확진자 발생. 거주지 등 방역 완료. 자세한 사항은 홈페이지, 블로그 참고바랍니다. blog.naver.com/storysb",전염병
2021,1,13,13,41,금천구,"[금천구청]365~366번째 확진자 발생, 마스크 착용, 발열체크, 주기적 환기 및 소독, 거리두기 철저, 카카오톡채널 pf.kakao.com/_hUpLxb",전염병
2021,1,13,15,23,중랑구,"[중랑구청] 추가확진자 2명(905~906번, 면목5동, 망우본동) 발생. 역학조사 진행 중. 완료 즉시 홈페이지 공개 예정입니다.",전염병
2021,1,13,16,36,마포구,[마포구청] 확진자 13명 발생. 역학조사 진행 중이며 상세 내용은 추후 홈페이지 및 블로그 참고바랍니다. blog.naver.com/prmapo77,전염병
2021,1,13,17,26,도봉구,[도봉구청] 1.13(수) 확진자 2명 추가 발생(664~665번). 역학조사결과 이동동선 및 조치사항 홈페이지(m.dobong.go.kr) 공개예정입니다.,전염병
2021,1,13,17,33,강북구,"[강북구청]확진자3명(563~565번) 발생, 동선 홈페이지( gangbuk.go.kr/intro_gb.jsp )추후 공개예정. 가족간에도 거리두기 준수바랍니다.",전염병
2021,1,13,17,38,은평구,[은평구청]은평 892~896번 확진자 발생. 역학조사 진행중. 상세 내용은 추후 홈페이지 및 블로그 참고바랍니다 blog.naver.com/eunpyeonggu,전염병
2021,1,13,17,40,동작구,"[동작구청]929번째 확진자(완치자 657명)발생,상세내용 홈페이지 및 블로그 등 확인해 주시기바랍니다. blog.naver.com/dongjaksaran",전염병
2021,1,13,17,48,양천구,[양천구청] 확진자 2명 발생안내(완치자 551명). 상세 사항은 양천구 블로그 참조. blog.naver.com/yangcheon2016/222206174174,전염병
2021,1,13,17,49,서대문구,"[서대문구청]코로나19. 604~606번째 확진자 발생. 역학조사중. 자세한 사항 구홈페이지, 블로그 공개 예정입니다. blog.naver.com/sdmstory",전염병
2021,1,13,17,51,서초구,"[서초구청]916~918번 확진자 발생. 상세내용 홈페이지(seocho.go.kr) 확인. 주기적인 환기·소독, 마스크 착용 등 방역수칙 꼭 지켜주시기 바랍니다.",전염병
2021,1,13,17,53,관악구,"[관악구청] 확진자 4명 발생, 세부 내용은 블로그 확인바랍니다. 5인 이상 사적모임 자제, 방역수칙 준수바랍니다. blog.naver.com/gwanak_gu",전염병
2021,1,13,18,6,용산구,"[용산구청]코로나 464~473번 확진자(10명)발생. 역학조사중 / 거리두기, 마스크착용 등 방역수칙 준수 바랍니다. blog.naver.com/ysnblog",전염병
2021,1,13,18,9,동대문구,"[동대문구청]733~741번 확진자발생, ddm.go.kr 참조하시고, 코로나 확산방지를 위해 각종모임 취소, 사람간 접촉 최소화 등 방역수칙을 철저히 지켜주세요",전염병
2021,1,13,18,11,강동구,"[강동구청]1. 13.(수) 18시 기준 확진자 1명 발생 및 역학조사 결과 안내, 세부 내용은 홈페이지(c19.gd.go.kr) 참고해 주시기 바랍니다.",전염병
2021,1,13,18,11,강서구,[강서구청] 강서구 코로나19 확진자 14명 발생 안내. 상세내용은 블로그 참조바랍니다. blog.naver.com/gangseokkachi,전염병
2021,1,13,18,14,종로구,[종로구청] 관내 487~489번 확진자 발생 및 역학조사 진행중. 타지역 606~629번 이동동선 공개 완료. blog.naver.com/jongno0401,전염병
2021,1,13,18,16,구로구,"[구로구청]코로나19 확진자 2명 발생(716~717번), 역학조사후 동선공개, 구청 블로그(홈페이지) 참고바랍니다 blog.naver.com/digital9ro",전염병
2021,1,13,18,21,강남구,[강남구청] 1044~1052번 확진자 발생(gangnam.go.kr). 강남구 임시선별검사소 4곳은 2월7일까지 연장 운영합니다,전염병
2021,1,13,18,39,중구,[중구청] 301~306번째(6명) 확진자 발생. 자세한 내용은 중구청 홈페이지를 참고하시기 바랍니다. vo.la/quyIy,전염병
2021,1,13,18,43,영등포구,[영등포구청] 코로나 확진자 8명 발생. 상세내용은 구청홈페이지 확인바랍니다. ☞ corona.ydp.go.kr,전염병
2021,1,13,19,8,중랑구,[중랑구청] 902~906번 확진자 역학조사 완료. 세부내용 홈페이지 및 블로그 blog.naver.com/jung_nang_gu 참조바랍니다.,전염병
2021,1,13,20,0,송파구,"[송파구청]1.13(수) 20시 현재 코로나19 확진자 8명 추가발생, 역학조사 진행중. 관련내용은 홈페이지(www.songpa.go.kr)를 참고바랍니다.",전염병
2021,1,14,8,59,노원구,"[노원구청] 구청 신관주차장 임시선별검사소 2월7일까지 3주 연장 운영. 구민회관, 과기대(드라이브스루) 선별검사소 1.17까지만 운영(과기대 1.16은 미운영)",전염병
2021,1,14,10,10,노원구,"[노원구청] 오늘(1.14.) 오전 확진자 3명 발생(932~934번). 동선 역학조사후 구 홈페이지, blog.naver.com/goodnowon 공개하겠습니다",전염병
2021,1,14,10,11,도봉구,[도봉구청] 1.14(목) 확진자 3명 발생(666~668번). 역학조사결과 이동동선 및 조치사항 홈페이지(m.dobong.go.kr) 공개예정입니다.,전염병
2021,1,14,10,15,동작구,"[동작구청]930~932번째 확진자(완치자 681명)발생,상세내용 홈페이지 및 블로그 등 확인해 주시기바랍니다. blog.naver.com/dongjaksaran",전염병
2021,1,14,10,26,강동구,"[강동구청]1. 14.(목) 10시 기준 확진자 2명 발생 및 역학조사 결과 안내, 세부 내용은 홈페이지(c19.gd.go.kr) 참고해 주시기 바랍니다.",전염병
2021,1,14,10,31,도봉구,"[도봉구청] 임시선별검사소 2.7(일)까지 연장운영 안내(창동역, 구청 2개소, 평일 오전 10시~17시, 토·일 10시~13시), 구민회관은 1월17일까지 운영",전염병
2021,1,14,10,33,강북구,"[강북구청]확진자3명(566~568번) 발생, 동선 홈페이지( gangbuk.go.kr/intro_gb.jsp )추후 공개예정. 가족간에도 거리두기 준수바랍니다.",전염병
2021,1,14,11,17,중랑구,"[중랑구청] 1.14(목) 확진자 6명 발생(907~912번,면목본,면목38,면목5,면목7,신내2)발생. 역학조사 진행 중. 완료 즉시 홈페이지 공개 예정입니다.",전염병
2021,1,14,11,22,광진구,[광진구청] 534~535번 확진자 발생 및 동선 알림. 자세한 내용은 홈페이지 han.gl/K79LX 확인바랍니다.,전염병
2021,1,14,11,34,동작구,"[동작구청]933,934번째 확진자(완치자 681명)발생,상세내용 홈페이지 및 블로그 등 확인해 주시기바랍니다. blog.naver.com/dongjaksaran",전염병
2021,1,14,13,10,성북구,"[성북구청] 925~930번(6명) 확진자 발생. 거주지 등 방역 완료. 자세한 사항은 홈페이지, 블로그 참고바랍니다. blog.naver.com/storysb",전염병
2021,1,14,13,24,강서구,[강서구청] 강서구 코로나19 확진자 2명 발생 안내. 상세내용은 블로그 참조바랍니다. blog.naver.com/gangseokkachi,전염병
2021,1,14,14,32,동작구,"[동작구청] 935번째 확진자(완치자 681명)발생,상세내용 홈페이지 및 블로그 등 확인해 주시기바랍니다. blog.naver.com/dongjaksaran",전염병
2021,1,14,14,40,금천구,"[금천구청]367~370번째 확진자 발생, 마스크 착용, 5인 이상 사적모임 금지, 사회적거리두기 철저, 카카오톡채널 pf.kakao.com/_hUpLxb",전염병
2021,1,14,16,1,성동구,[성동구청] 507~508번 확진자 발생(50대 2명) 5인이상 사적모임 자제 부탁드립니다. c19.sd.go.kr,전염병
2021,1,14,16,24,마포구,[마포구청] 확진자 7명 발생. 역학조사 진행 중이며 상세 내용은 추후 홈페이지 및 블로그 참고바랍니다. blog.naver.com/prmapo77,전염병
2021,1,14,17,0,송파구,"[송파구청] 1.14(목) 17시 현재 코로나19 확진자 4명 추가발생, 역학조사 진행중. 관련내용은 홈페이지(songpa.go.kr)를 참고바랍니다.",전염병
2021,1,14,17,36,서대문구,"[서대문구청]코로나19. 607~609번째 확진자 발생. 역학조사중. 자세한 사항 구홈페이지, 블로그 공개 예정입니다. blog.naver.com/sdmstory",전염병
2021,1,14,17,47,은평구,[은평구청]은평 897~900번 확진자 발생. 역학조사 진행중. 상세 내용은 추후 홈페이지 및 블로그 참고바랍니다 blog.naver.com/eunpyeonggu,전염병
2021,1,14,17,49,도봉구,[도봉구청] 1.14(목) 확진자 3명 추가 발생(669~671번). 역학조사결과 이동동선 및 조치사항 홈페이지(m.dobong.go.kr) 공개예정입니다.,전염병
2021,1,14,17,51,서초구,"[서초구청] 919~921번(3명) 확진자 발생. 상세내용 홈페이지(seocho.go.kr) 확인. 사적모임 자제, 마스크 착용 등 방역수칙 준수바랍니다.",전염병
2021,1,14,17,56,관악구,"[관악구청] 확진자 4명 발생, 세부 내용은 블로그 확인바랍니다. 5인 이상 사적모임 자제, 방역수칙 준수바랍니다. blog.naver.com/gwanak_gu",전염병
2021,1,14,17,59,노원구,"[노원구청] 오늘(1.14.) 오후 확진자 1명 발생(935번). 동선 역학조사 후 구 홈페이지, blog.naver.com/goodnowon 공개하겠습니다.",전염병
2021,1,14,18,4,양천구,[양천구청] 확진자 2명 발생안내(완치자 573명). 상세 사항은 양천구 블로그 참조. blog.naver.com/yangcheon2016/222207374803,전염병
2021,1,14,18,11,중랑구,"[중랑구청] 2021. 2.14.(일)까지 (평일 9~17시, 휴일 9~13시) 임시 선별검사소(면목역광장, 망우역공원)에서 누구나 코로나19 무료검사 가능합니다",전염병
2021,1,14,18,12,구로구,"[구로구청]코로나19 확진자 9명 발생(718~726번), 역학조사후 동선공개, 구청 블로그(홈페이지) 참고바랍니다 blog.naver.com/digital9ro",전염병
2021,1,14,18,16,강동구,"[강동구청]1. 14.(목) 18시 기준 확진자 7명 발생 및 역학조사 결과 안내, 세부 내용은 홈페이지(c19.gd.go.kr) 참고해 주시기 바랍니다.",전염병
2021,1,14,18,18,영등포구,[영등포구청] 코로나 확진자 5명 발생. 상세내용은 구청홈페이지 확인바랍니다. ☞ corona.ydp.go.kr,전염병
2021,1,14,18,19,동대문구,"[동대문구청]742~749번 확진자발생, ddm.go.kr 참조하시고, 코로나 예방을위한 가장 근본적이고 효과적인 수단은 올바른 마스크착용과 사람간 거리두기입니다",전염병
2021,1,14,18,22,강남구,[강남구청] 1053~1054번 확진자 발생(gangnam.go.kr). 지금은 접촉을 줄이는 게 가장 확실한 방역입니다. ‘5인 이상 모임 금지’ 준수 바랍니다,전염병
2021,1,14,18,23,중랑구,"[중랑구청] 913번 추가확진자 발생. 907~913번 확진자 역학조사 완료. 세부내용 홈페이지, blog.naver.com/jung_nang_gu 참조바랍니다.",전염병
2021,1,14,18,24,중구,[중구청] 307번째(1명) 확진자 발생. 자세한 내용은 중구청 홈페이지를 참고하시기 바랍니다. vo.la/quyIy,전염병
2021,1,14,18,25,용산구,"[용산구청]코로나 474~478번 확진자(5명)발생. 역학조사중 / 거리두기, 마스크착용 등 방역수칙 준수 바랍니다. blog.naver.com/ysnblog",전염병
2021,1,14,18,46,종로구,"[종로구청]관내 490~494번 확진자 발생. 역학조사 진행중. 거리두기, 마스크 착용 등 방역수칙 준수바랍니다. blog.naver.com/jongno0401",전염병
2021,1,15,9,59,노원구,"[노원구청] 오늘(1.15.) 오전 확진자 3명 발생(936~938번). 동선 역학조사후 구 홈페이지, blog.naver.com/goodnowon 공개하겠습니다",전염병
2021,1,15,10,24,도봉구,[도봉구청] 1.15(금) 확진자 2명 발생(672~673번). 역학조사결과 이동동선 및 조치사항 홈페이지(m.dobong.go.kr) 공개예정입니다.,전염병
2021,1,15,10,39,강동구,"[강동구청]1. 15.(금) 10시 기준 확진자 3명 발생 안내, 세부내용은 홈페이지(c19.gd.go.kr)를 참고해 주시기 바랍니다.",전염병
2021,1,15,11,16,중랑구,"[중랑구청] 1.15.(금) 확진자 4명 발생(914~917번, 면목본, 상봉1, 중화1, 묵1) 발생. 역학조사 진행 중. 완료 즉시 홈페이지 공개 예정입니다.",전염병
2021,1,15,11,22,광진구,[광진구청] 536~538번 확진자 발생 및 동선 알림. 자세한 내용은 홈페이지 han.gl/K79LX 확인바랍니다.,전염병
2021,1,15,11,31,성북구,"[성북구청] 931~932번(2명) 확진자 발생. 거주지 등 방역 완료. 자세한 사항은 홈페이지, 블로그 참고바랍니다. blog.naver.com/storysb",전염병
2021,1,15,14,1,금천구,"[금천구청]371번째 확진자 발생, 임시선별검사소 4주 추가 연장, (토)10시~15시 운영, (일)미운영, 카카오톡채널 pf.kakao.com/_hUpLxb",전염병
2021,1,15,14,11,동작구,"[동작구청]936~944번째 확진자(완치자 691명)발생,상세내용 홈페이지 및 블로그 등 확인해 주시기바랍니다. blog.naver.com/dongjaksaran",전염병
2021,1,15,15,2,강북구,"[강북구청]확진자3명(569~571번) 발생, 동선 홈페이지( gangbuk.go.kr/intro_gb.jsp )추후 공개예정. 가족간에도 거리두기 준수바랍니다.",전염병
